Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
"Katchi Sera - From ""Think Indie""","Katchi Sera (From ""Think Indie"")",Sai Abhyankkar,2024-01-22,INT202404272,"1,099",45.7,61447714.0,"2,592","5,382,316",,128967148.0,"1,382,506",,,,"1,062,214,305",5.0,75,,,,11.0,,,,"311,293",,0
Danza Kuduro - Cover,BEST CLUB 2023 TREND MIX,MUSIC LAB JPN,2023-11-24,TCJPX2397668,"1,097",45.7,1642258500.0,11,127,,,,,,,,,,,,,,,,,,,0
Bubble Gum,How Sweet,NewJeans,2024-05-24,USA2P2414844,"1,101",45.6,20630900.0,"1,536","9,077,425",76.0,14185984.0,"119,016",,,,,21.0,3,5,2.0,"4,710",10.0,"48,314",41,"53,406","33,194",,0
Abejita Chiquitita,Las Canciones de Plim Plim Vol. 8,El Payaso Plim Plim,2023-09-08,ARLIB2220027,"1,102",45.6,5741262.0,275,"33,239",,272927101.0,"395,965","47,200",343.0,"11,056",,,14,,1.0,"16,453",1.0,,,,"6,795",,0
Love wins all,Love wins all,IU,2024-01-24,KRA382400642,"1,100",45.6,60903416.0,"4,743","2,755,053",,122003102.0,"4,890,890",,102500.0,"712,700","749,176,444",15.0,,,1.0,"4,688",17.0,"66,751",159,,"120,507",,0
PRINCESITA DE ...,ýýNFASIS,Jere Klein,2023-12-01,QMFMF2334329,"1,103",45.5,106290197.0,"11,766","9,230,911",70.0,139655492.0,"229,044",,7.0,245,"1,565,966,519",4.0,388,,3.0,"122,602",,"85,692",48,,"195,908",,0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-10-05,USA2P2135437,"1,104",45.4,912709169.0,"94,302","33,979,642",67.0,410395727.0,"3,097,097","75,146",30651870.0,"303,742,856","265,630,925",69.0,"36,857",265,18.0,"995,698",35.0,"26,070,209","7,871",,"1,218,835",,0
BABY HELLO,BABY HELLO - Single,Rauw Alejandro,2023-06-23,USSD12300274,"1,105",45.3,268383799.0,"47,936","46,787,442",68.0,69047745.0,"591,951","23,400",9362518.0,"103,169,265","21,328,855",61.0,"39,321",6,37.0,"817,012",36.0,"3,542,840",631,,"933,823",,0
ONE CALL,ONE CALL,Rich Amiri,2023-11-03,QZJ842004052,"1,106",45.2,271566931.0,"33,970","50,694,559",80.0,24725245.0,"376,377",,1459319.0,"8,704,294","9,242,912",15.0,824,75,14.0,"1,420,429",25.0,"259,065","1,200",,"817,705",,0
Pehle Bhi Main,ANIMAL,Vishal Mishra,2023-11-24,INS182303389,"1,111",45.2,235472222.0,"10,873","14,151,452",77.0,134079122.0,"998,592",,,,"299,391,668",14.0,480,,,,,,,,"300,188",,0
Kill Bill,Kill Bill - Single,pasa michaelson,2023-08-26,GB8KE2318565,"1,156",45.2,1842758768.0,1,1,,,,,,,,,,,,,,,,,,,0
2/Catorce,2/Catorce,Rauw Alejandro,2021-02-14,USSD12100059,"1,107",45.2,534981600.0,"92,466","17,067,105",64.0,607206864.0,"3,535,828","833,539",233010597.0,"2,285,726,710","149,174,449",74.0,"9,184",,13.0,"245,959",32.0,"41,372,873","8,091",,"1,847,960",,0
Ride,Ride,Twenty One Pilots,2015-05-12,USAT21500598,"1,110",45.2,1724766252.0,"240,346","62,583,866",79.0,1832805733.0,"14,628,417","473,867",64556528.0,"515,516,585","186,902,563",7.0,"156,588",225,63.0,"409,611",33.0,,,,,,0
Dusk Till Dawn (feat. Sia),Dusk Till Dawn (feat. Sia) - Single,ZAYN,2017-09-08,USRC11701783,"1,108",45.2,7660758.0,"2,412","584,352",36.0,2384906510.0,"17,393,433","1,352,318",224835071.0,"2,577,621,675","1,411,686,500",,"51,698",2,,,5.0,,,,,,0
Rush,Rush,Troye Sivan,2023-07-13,AUUM72300170,"1,109",45.2,299291405.0,"45,754","35,127,971",28.0,59684881.0,"1,156,874","37,300",31430262.0,"341,762,321","635,932,163",106.0,"22,607",649,65.0,"1,709,032",66.0,"741,956","1,616",,"1,347,624",,0
Physical,Physical,Dua Lipa,2020-01-30,GBAHT1901298,"1,115",45.1,967029446.0,"108,666","29,267,130",71.0,570687048.0,"4,489,378","159,047",39077139.0,"430,832,681","412,519,641",231.0,"334,802",67,172.0,"2,365,006",57.0,"40,101,832","10,420",,"5,988,911",,0
Pumped Up Kicks,Pumped up Kicks,Foster The People,2010-01-01,USSM11002931,"1,113",45.1,1791778314.0,"344,490","131,726,745",81.0,599930123.0,"5,713,061","786,192",342804034.0,"2,757,623,631","19,949,320",195.0,"121,067",167,148.0,"1,029,351",46.0,"777,542,552","1,767,555",,"16,415,660",,0
Yes Indeed,Yes Indeed,Lil Baby,2018-05-15,USUM71806749,"1,112",45.1,1110994645.0,"186,456","41,273,853",74.0,143629586.0,"1,388,832","38,775",25188899.0,"194,904,663","38,496,063",85.0,"67,860",186,16.0,"35,032",44.0,"425,125,110","171,069","54,088,502","3,561,319",,0
Open Arms (feat. Travis Scott),SOS,SZA,2022-12-08,USRC12204602,"1,114",45.1,418181065.0,"67,858","17,377,077",76.0,87097570.0,"675,742","79,800",21397764.0,"155,757,311","3,034,510",14.0,374,,17.0,"190,364",2.0,"4,424,141","8,503","7,784,284","1,272,704",,0
edamame (feat. Rich Brian),edamame,bbno$,2021-07-24,QMUY42100151,"1,117",45.0,460770585.0,"137,449","12,880,333",9.0,129095680.0,"2,000,723","697,200",509554628.0,"5,783,885,492","165,344,404",24.0,"98,034","1,191",,,12.0,"2,857,509","9,193",,"5,556,466",,0
Turn Down for What,Turn Down for What,DJ Snake,2013-12-18,USSM11308174,"1,116",45.0,547207250.0,"103,666","30,719,577",65.0,1350062601.0,"11,897,425","962,796",124466320.0,"1,943,093,911","194,386,199",135.0,"23,064",113,53.0,"264,794",55.0,"411,609,954","1,482,573","1,150,036","14,799,660",,0
Calling (feat. A Boogie wit da Hoodie) [Spider-Man: Across the Spider-Verse],METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,USUM72308543,"1,120",44.9,234350961.0,"56,138","13,361,149",69.0,60645740.0,"770,219",,,,"82,193,348",59.0,"29,888",59,13.0,"56,586",35.0,"6,384,645","3,482",,"1,068,077",,0
Smokin Out The Window,Smokin Out The Window,Bruno Mars,2021-11-05,USAT22105952,"1,121",44.9,463977298.0,"100,305","15,798,103",66.0,219573887.0,"2,918,828",946,4609516.0,"26,701,713","3,233,086,776",81.0,"188,300",388,38.0,"1,242,910",46.0,"39,063,749","21,956",,"1,849,092",,0
Goin' Off,Goin' Off,Karan Aujla,2024-05-09,AUBEC2438653,"1,118",44.9,13606839.0,836,"4,594,419",70.0,32342705.0,"498,580",,,,"19,904,542",14.0,59,,,,13.0,,,,"33,780",,0
Close To You,Close To You,Gracie Abrams,2024-06-07,USUG12401775,"1,119",44.9,13700065.0,"1,162","89,144,538",74.0,466102.0,"38,791",,,,,69.0,147,,16.0,"683,316",86.0,"39,776",59,18,"69,456",,0
Pagli Dekhave Agarbatti,Pagli Dekhave Agarbatti,Neelkamal Singh,2023-09-28,INH102313673,"1,124",44.8,20981562.0,379,"284,348",,272841611.0,"1,275,934",,,,"182,061,559",,,,,,,,,,,,0
From The D To The A (feat. Lil Yachty),From The D To The A (feat. Lil Yachty),Tee Grizzley,2017-03-17,QMCE31700982,"1,122",44.8,364325529.0,"83,638","10,924,243",64.0,29708407.0,"206,341","42,311",2417700.0,"16,341,869","3,111,436",15.0,109,,2.0,468,,"131,664,821","48,173","222,229,993","891,593",,0
Me Rehï¿½ï,Los Nï¿½ï¿½meros 1 De Los 40 (Music Inspires L,Danny Ocean,2017-11-03,USWL11900076,"1,126",44.8,1778934858.0,"37,040","21,117,726",74.0,1915123572.0,"6,102,709","261,323",17109874.0,"158,762,431","484,024,351",12.0,165,,9.0,"21,285",10.0,"66,752,966","47,350",,"6,246,243",,0
Nonsense,emails i can't send,Sabrina Carpenter,2022-07-15,USUM72210708,"1,129",44.8,817286460.0,"55,620","61,610,668",83.0,156580179.0,"1,685,462","179,864",36883907.0,"357,890,160","201,230,072",67.0,"108,203","1,122",20.0,"787,687",44.0,"33,407,481","8,860",,"1,180,048",,0
Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,Lil Tjay,2021-04-02,USSM12101540,"1,127",44.8,392745531.0,"141,221","21,996,686",67.0,96203913.0,"1,246,093","44,979",17567842.0,"137,477,748","54,251,921",21.0,"1,558",3,8.0,"131,260",2.0,"10,758,226","10,750","39,475,086","1,432,080",,0
Lose You To Love Me,Lose You To Love Me,Selena Gomez,2019-10-23,USUM71918727,"1,123",44.8,1222228366.0,"109,325","48,327,775",72.0,569150755.0,"10,176,233","210,846",55268559.0,"519,924,812","832,957,854",174.0,"220,765",169,66.0,"1,080,455",84.0,"191,725,976","77,455","959,144","3,669,533",,0
Worth It,Worth It,YK Osiris,2019-02-08,USUM71821752,"1,125",44.8,340112388.0,"66,487","6,617,103",60.0,283340446.0,"3,313,053","576,099",18279931.0,"132,694,197","41,301,726",28.0,"11,151",32,5.0,"7,457",2.0,"171,927,306","162,394","103,378,626","1,660,493",,0
Fight The Feeling,Fight The Feeling,Rod Wave,2023-03-31,USQX92301922,"1,128",44.8,86327319.0,"18,112","2,247,123",51.0,65828097.0,"457,580","179,400",15991452.0,"137,960,911","377,095,739",18.0,"100,880","1,989",8.0,"929,184",10.0,"34,839,558","18,952","12,848,106","567,245",,0
Axel F,Best of Crazy Hits,Crazy Frog,2009-12-11,DEAF71578230,"1,134",44.7,178536020.0,870,"142,649",30.0,5049428366.0,"20,305,999",,,,"204,191,511",1.0,,,,,,,,,"2,967,336",,0
Robbery,Robbery,Juice WRLD,2019-02-13,USUG11900302,"1,131",44.7,1306374052.0,"213,493","32,159,591",73.0,606402216.0,"5,432,558","287,303",40611392.0,"281,781,468","46,631,449",45.0,113,198,36.0,"92,676",7.0,"63,372,791","172,183",,"1,815,403",,0
Bebe Dame,Bebe Dame - Single,Fuerza Regida,2022-12-16,QZ9QQ2200182,"1,132",44.7,562099076.0,"51,229","20,388,246",70.0,11080081.0,"68,671","623,600",146379790.0,"1,746,059,702",,49.0,"15,119",36,18.0,"2,487,813",17.0,"98,549,626","29,193",,"2,289,240",,0
Green Green Grass,george ezra songs to play when the sun's out,George Ezra,2022-03-22,GBARL2200008,"1,133",44.7,300430813.0,"50,552","12,812,123",69.0,103550086.0,"844,925","1,664,351",248347598.0,"3,375,488,113","2,854,520,083",51.0,"182,474",46,29.0,"1,067,030",27.0,"1,947,849","12,347","2,041,978","2,071,865",,0
Zihaal e Miskin,Zihaal e Miskin,Javed-Mohsin,2023-05-25,INUM72300284,"1,135",44.7,110644306.0,"4,432","3,741,353",65.0,367432386.0,"4,091,411",,,,"85,756,632",,546,,,,4.0,776,12,,"184,497",,0
Fiel,Los Legendarios 001,Los Legendarios,2021-02-04,QM4TW2136314,"1,130",44.7,642558596.0,"106,151","40,485,324",64.0,357508658.0,"2,089,382","1,884,605",309769907.0,"2,853,555,921","56,447,780",77.0,"45,631",45,24.0,"1,535,610",30.0,"24,779,220","8,899",,"2,242,149",,0
Neverita,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214882,"1,139",44.6,831868563.0,"93,211","21,780,286",73.0,181498962.0,"1,237,772","115,200",87502749.0,"985,066,343","21,690,461",36.0,"30,945",391,12.0,"806,258",5.0,"23,282,331","5,780",,"1,247,731",,0
2002 - Remix,2002 (Remix),Shaun Reynolds,2018-05-11,QZ22B1944940,"1,136",44.6,303962.0,88,"6,796",8.0,,,"16,501,062",9430921.0,"137,616,390",,,,,,,,,,,260,,0
No Se Va,No Se Va,Grupo Frontera,2022-12-01,USDA12211641,"1,137",44.6,51750.0,67,"3,924",,610569249.0,"2,662,885",,,,"41,692,770",,547,,,,,,,,,,0
Infinity,Feel Something,Jaymes Young,2017-06-23,USAT21700859,"1,138",44.6,1059940209.0,"169,454","48,961,048",74.0,569314714.0,"6,558,074","5,441,674",1889279204.0,"22,241,102,823","464,030,450",15.0,"191,784",556,46.0,"991,994",6.0,"54,462,943","18,444",,"8,764,483",,0
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Highlights (Deluxe),The Weeknd,2021-02-05,USUG12303876,"1,142",44.5,812954133.0,"137,681","53,947,304",81.0,66369681.0,"851,906","564,129",71837599.0,"797,041,217","504,465,645",147.0,"78,013",7,43.0,"1,369,406",47.0,"2,985,202","7,888","8,817,729","6,377,668",,0
adore u,adore u,Fred again..,2023-08-11,GBAHS2300908,"1,141",44.5,129427492.0,"44,672","48,826,452",71.0,10933079.0,"80,021","29,740",8528307.0,"135,983,684","82,845,102",69.0,"43,488",3,34.0,"206,415",46.0,"801,851",219,"3,403,946","663,446",,0
Numb Little Bug,Numb Little Bug,Em Beihold,2022-01-28,USUM72200626,"1,143",44.5,360584207.0,"68,868","18,801,509",66.0,41254765.0,"1,015,183","177,123",69378146.0,"667,895,022","8,474,222",34.0,"350,811","2,116",19.0,"22,388",37.0,"73,893,449","39,102",,"2,132,903",,0
Feel It,Feel It (From The Original Series ï¿½ï¿½ï¿½Invincib,d4vd,2024-03-28,USUM72401132,"1,140",44.5,110377644.0,"8,980","78,939,536",,10803398.0,"190,363",,554400.0,"4,211,900","21,866,966",41.0,"6,146",44,54.0,"6,402,152",55.0,"658,798",745,,"363,083",,0
Loco Contigo (feat. J. Balvin & Tyga),"Loco Contigo (with J. Balvin, feat. Tyga)",DJ Snake,2019-06-13,USUG11901580,"1,144",44.4,822696809.0,"141,261","26,970,098",68.0,587804570.0,"5,432,716","806,169",35719393.0,"404,031,807","532,691,572",184.0,"98,937",124,117.0,"1,507,919",27.0,"131,125,635","26,028","10,568,592","6,782,620",,0
Faz um Vuk Vuk (Teto Espelhado),Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,2023-07-20,BX5EU2300034,"1,145",44.4,222879686.0,"26,854","23,489,333",68.0,183254308.0,"938,331","80,100",22478680.0,"315,723,211","23,002,967",16.0,"1,586",,31.0,"3,017,351",19.0,"2,970",8,,"130,095",,0
Suicidal,Melly vs. Melvin,YNW Melly,2019-11-22,QMCE31902585,"1,146",44.4,572441305.0,"113,061","13,801,176",67.0,317626075.0,"4,533,617","4,475,534",218106950.0,"1,659,032,393","7,772,461",20.0,"2,061",54,4.0,"71,838",4.0,"25,773,932","131,617",,"2,287,665",,0
"Photo (From ""Luka Chuppi"")","Photo (From ""Luka Chuppi"")",Karan Sehmbi,2019-02-12,INS181900313,"1,149",44.3,72849488.0,"9,804","2,252,266",54.0,329389939.0,"2,348,757","11,600,000",10188221.0,"246,534,268","93,651,376",13.0,646,,,,3.0,,,,"215,757",,0
Sky,Whole Lotta Red,Playboi Carti,2020-12-25,USUM72024699,"1,147",44.3,710319373.0,"209,136","30,701,216",74.0,183959519.0,"2,671,075","154,135",62458934.0,"363,975,031","280,367,116",31.0,"1,582",59,10.0,"187,089",14.0,"2,766,036","16,909",,"1,537,393",,0
Love On,Love On,Selena Gomez,2024-02-22,USUM72318034,"1,148",44.3,45878045.0,"3,731","26,039,293",,18082083.0,"515,908",,,,"2,436,411,201",50.0,"69,439",150,58.0,"12,329,759",45.0,"3,662,491",523,,"350,842",,0
Payphone,Overexposed Track By Track,Maroon 5,2012-01-01,USUM71203347,"1,153",44.2,1828026153.0,"249,663","71,678,167",78.0,1051247406.0,"7,080,472","93,015",49072987.0,"397,860,038","1,568,063,711",58.0,"83,578",135,112.0,"258,125",28.0,"667,632,597","1,019,888","20,102,563","11,327,684",,0
Brickell,MANIFESTING 20-05,Feid,2024-04-10,USUG12402595,"1,150",44.2,59546208.0,"5,064","62,237,863",79.0,26823878.0,"171,145",,,,"28,104,439",32.0,"2,379",13,15.0,"3,085,319",14.0,"1,007,570",344,"16,525","259,017",,0
I Like Me Better,I Like Me Better,Lauv,2017-05-19,GBWWP1702907,"1,152",44.2,1784308411.0,"157,818","34,910,721",75.0,837720618.0,"7,077,307","573,681",117065490.0,"886,160,801","145,737,544",92.0,"225,675",241,34.0,"251,654",24.0,"334,762,962","97,867",,"7,684,583",,0
RUNAWAY,RUNAWAY,OneRepublic,2023-05-26,USUM72304684,"1,154",44.2,127466467.0,"16,650","19,684,494",67.0,13668402.0,"152,488","2,331",518049.0,"9,346,042","179,672,192",57.0,"259,287",710,43.0,"1,138,179",12.0,"19,337,777","2,084",,"1,350,255",,0
Que Se Cuide,Que Se Cuide,Luis R Conriquez,2024-05-03,QZNJV2414655,"1,151",44.2,36145614.0,"1,566","48,637,114",77.0,26390813.0,"239,853",,,,"125,856,157",3.0,63,,2.0,"1,556,280",,"1,069,762","1,047",,"178,962",,0
Astronaut In The Ocean,Astronaut In The Ocean,Masked Wolf,2019-06-07,AUFXV1900105,"1,155",44.1,,"31,705","3,101,433",,,,"12,423,100",1733925285.0,"22,817,879,063",,3.0,,,4.0,372,,,,,,,0
On My Love,On My Love (Sped Up),Zara Larsson,2023-09-12,USSM12306769,"1,159",44.1,128024416.0,"20,826","60,798,732",7.0,14394570.0,"139,320","3,966",507857.0,"8,090,936","1,176,532,287",73.0,"129,069",77,82.0,"4,576,277",48.0,"1,333,245",192,"1,668,042","934,544",,0
She Share Story,She Share Story,Shayne Orok,2020-06-02,QZHN52089091,"1,156",44.1,,"2,443","424,979",33.0,238798.0,"10,479","10,715,800",2844924215.0,"33,201,904,006",,,1,,1.0,"3,316",,"12,694",,,,,0
Mujeriego,Mujeriego - Single,Ryan Castro,2021-12-17,COSO12100328,"1,158",44.1,285723562.0,"63,343","16,024,245",63.0,316060497.0,"3,601,489","1,645,802",630242190.0,"6,484,877,304","43,034,965",32.0,"17,619",715,28.0,"11,861,287",24.0,"2,371,513","4,437",,"3,132,192",,0
Miss The Rage (feat. Playboi Carti),Miss The Rage,Trippie Redd,2021-05-07,QZJ842000983,"1,160",44.1,535695469.0,"188,778","26,774,987",6.0,171889127.0,"3,367,746","155,446",113564973.0,"1,011,224,005","112,767,017",58.0,"3,186",9,15.0,"112,154",1.0,"7,839,291","15,078",,"1,525,672",,0
TUTA GOLD,TUTA GOLD,Mahmood,2024-02-07,ITUM72400066,"1,157",44.1,95029509.0,"5,218","9,118,781",65.0,73263450.0,"405,639",,,,"965,737,153",28.0,"19,714",,13.0,"3,804,779",25.0,,,,"279,900",,0
My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401030,"1,161",44.0,161916445.0,"3,784","17,036,800",83.0,13509432.0,"180,327",,,,,32.0,"1,456",,7.0,"176,069",27.0,"2,674,527","2,560",,"47,529",,0
Dandini Dandini Dastana,"Hey Dostum, ï¿½ï¿",Derya Yildirim,2023-02-10,DEE882214257,"1,165",44.0,12750.0,8,137,9.0,520926927.0,"1,601,560",,,,,,7,,,,,,,,186,,0
Florida!!! (feat. Florence + the Machine),THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401035,"1,162",44.0,140177107.0,"3,866","16,996,059",,13707215.0,"189,148","18,200",6292326.0,"45,866,138",,19.0,"2,111",,3.0,"44,338",41.0,"1,517,277","2,475",,"68,490",,0
Legends,Legends,Juice WRLD,2018-06-22,USUG11801263,"1,166",44.0,681282854.0,"118,639","18,809,173",63.0,186468599.0,"1,849,004","36,108",21004398.0,"157,362,351","1,460,530",16.0,70,,19.0,"62,644",2.0,"51,320,211","87,163","136,120,053","1,025,107",,0
Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,USUM71603293,"1,164",44.0,972005229.0,"186,174","27,470,180",69.0,1178473071.0,"9,750,786","80,426",32338631.0,"184,153,973","189,211,405",160.0,"37,555",108,45.0,"153,694",47.0,"372,431,461","173,599",,"12,673,047",,0
King Size,Feed Tha Streets III,Roddy Ricch,2022-11-18,USAT22220949,"1,163",44.0,3248779.0,"3,105","291,653",33.0,590470795.0,"8,815,644",113,7218.0,"297,262","440,677,355",,28,,,,,"179,455",70,,,,0
